id,Kierowca_id,Autobus_id,Data_przejazdu_ID,Przystanek_koncowy_id,Przystanek_poczatkowy_id,Bilet_id
947,175,193,366,303,83,1366
948,76,135,139,388,199,1433
949,91,52,318,367,282,478
950,240,198,347,400,313,610
951,62,263,280,311,323,463
952,49,162,200,106,194,1057
953,135,158,757,312,119,2385
954,169,5,669,204,18,2555
955,54,235,115,198,3,1196
956,288,61,255,226,65,1377
957,231,200,474,99,92,306
958,159,178,554,193,152,2531
959,85,215,725,210,203,2009
960,231,138,137,277,97,625
961,192,200,196,203,53,868
962,154,63,334,299,86,34
963,234,13,556,230,99,2128
964,138,271,355,138,235,2103
965,53,136,186,207,51,713
966,256,13,104,261,216,1628
967,47,185,444,93,208,2640
968,123,89,297,174,152,2622
969,143,159,300,18,83,77
970,266,168,681,372,43,1204
971,203,163,151,4,356,2336
972,289,31,194,187,271,2164
973,76,54,772,305,328,1686
974,126,2,54,286,176,2653
975,240,219,231,166,184,2507
976,255,116,404,146,199,320
977,261,170,189,306,127,419
978,150,270,73,352,274,2694
979,133,93,38,326,367,978
980,185,185,361,225,25,2416
981,21,141,735,196,257,686
982,14,31,397,359,138,2686
983,240,86,472,94,358,334
984,133,257,472,161,201,1669
985,178,242,576,380,341,2324
986,216,89,791,122,140,408
987,112,92,568,143,35,1631
988,191,74,299,300,230,1118
989,9,47,285,67,116,441
990,149,145,580,243,41,2540
991,199,270,474,91,362,1265
992,266,162,339,73,255,673
993,183,181,133,265,261,37
994,141,197,122,35,264,1273
995,298,48,93,123,372,1231
996,172,46,285,234,304,70
997,158,36,737,304,193,387
998,48,219,328,82,335,1240
999,264,224,204,193,76,63
1000,210,181,517,125,222,786
1001,213,94,414,248,294,338
1002,213,101,481,390,322,1175
1003,30,253,572,57,105,2093
1004,285,232,169,315,264,837
1005,276,48,603,214,187,303
1006,177,235,595,255,302,2752
1007,69,217,413,136,394,310
1008,293,116,508,226,161,995
1009,204,195,219,313,343,264
1010,21,176,233,364,392,2225
1011,146,198,247,61,395,972
1012,127,183,81,21,222,101
1013,226,4,631,18,163,2960
1014,137,34,117,314,66,40
1015,39,272,451,286,84,2599
1016,141,88,461,89,4,1109
1017,2,176,332,394,35,774
1018,196,71,656,150,120,1977
1019,235,128,560,314,154,1324
1020,150,256,649,252,220,87
1021,269,1,97,126,302,2128
1022,216,25,775,304,268,442
1023,263,71,672,8,181,1150
1024,4,11,332,84,84,2265
1025,78,162,600,44,73,541
1026,213,181,516,246,181,502
1027,47,67,523,53,196,2089
1028,40,66,583,209,377,2509
1029,139,274,387,354,225,1762
1030,69,161,27,20,229,1186
1031,92,60,513,261,158,701
1032,50,26,676,168,232,686
1033,73,145,653,152,249,1988
1034,291,243,406,162,32,1725
1035,55,188,116,98,233,2440
1036,46,161,277,80,179,2391
1037,244,158,281,144,338,2319
1038,133,77,666,114,263,251
1039,69,54,611,252,198,1428
1040,297,211,6,48,135,1899
1041,134,260,492,92,71,1333
1042,159,250,290,204,207,1678
1043,17,228,281,79,16,599
1044,286,218,36,160,385,1332
1045,112,169,647,221,294,2524
1046,125,130,583,179,84,1279
1047,255,49,615,384,380,421
1048,277,116,392,16,5,288
1049,20,177,132,306,43,2236
1050,277,257,755,201,306,1433
1051,117,224,166,335,24,2091
1052,236,181,633,58,240,1684
1053,61,102,462,94,379,1055
1054,101,117,778,165,374,2668
1055,109,139,304,275,13,2076
1056,72,262,476,250,213,576
1057,263,69,25,228,252,1377
1058,222,32,442,240,373,2418
1059,191,202,53,152,145,1175
1060,108,137,99,108,262,1934
1061,224,173,76,293,197,143
1062,290,159,470,242,119,2732
1063,27,32,288,132,36,335
1064,95,178,79,21,88,1395
1065,90,112,78,81,393,326
1066,85,58,155,179,220,2424
1067,213,113,482,339,50,2000
1068,130,39,79,125,127,1060
1069,88,185,771,388,123,1000
1070,229,61,559,177,130,2120
1071,106,27,725,59,158,88
1072,31,59,358,247,98,1483
1073,299,251,701,152,350,725
1074,29,40,435,67,343,2968
1075,108,267,192,173,102,2894
1076,213,123,640,7,172,211
1077,78,125,515,291,310,1472
1078,196,186,440,222,308,1932
1079,74,213,428,213,267,1243
1080,156,72,720,122,216,2137
1081,287,100,337,363,254,498
1082,189,13,518,282,269,2662
1083,167,265,556,317,111,1097
1084,270,19,785,194,156,1357
1085,106,209,542,190,102,2765
1086,93,155,788,257,28,1213
1087,17,124,145,72,214,1256
1088,101,21,329,42,275,2875
1089,102,221,648,310,287,1186
1090,83,99,698,208,364,788
1091,55,224,197,142,41,2318
1092,19,49,386,108,214,1630
1093,194,188,782,239,223,2029
1094,277,136,328,369,24,1314
1095,152,95,631,306,138,2959
1096,290,17,290,398,224,2872
1097,124,162,539,82,288,1544
1098,135,20,333,363,122,453
1099,117,114,324,249,15,50
1100,162,188,366,260,333,2894
1101,190,99,630,348,392,89
1102,209,270,798,273,222,1767
1103,111,87,135,122,134,1302
1104,223,103,637,223,274,1560
1105,174,272,522,358,353,2874
1106,140,248,630,168,21,1450
1107,184,150,597,352,130,1641
1108,126,215,317,330,182,895
1109,228,261,313,32,28,1251
1110,36,175,597,233,68,509
1111,241,269,531,2,252,1205
1112,70,173,730,114,367,150
1113,21,148,133,254,258,2963
1114,75,111,42,16,117,142
1115,1,239,490,387,295,1607
1116,136,135,369,143,167,1684
1117,298,109,225,74,245,1118
1118,285,228,115,125,399,2456
1119,138,57,76,51,320,392
1120,52,127,183,341,373,65
1121,234,173,40,358,200,902
1122,275,164,203,136,397,246
1123,174,98,415,244,283,1181
1124,2,200,745,188,167,480
1125,127,108,777,100,176,1628
1126,69,134,153,88,245,295
1127,146,223,320,229,385,2180
1128,35,271,475,197,107,2253
1129,137,109,776,93,198,535
1130,100,262,120,19,188,2408
1131,145,268,638,132,381,107
1132,203,263,338,399,301,2315
1133,1,196,456,122,191,2342
1134,243,121,308,261,211,694
1135,37,21,430,31,167,2883
1136,292,125,535,285,244,2671
1137,180,20,519,161,170,1186
1138,64,130,370,205,286,2554
1139,176,237,273,156,18,2158
1140,214,69,318,231,342,2042
1141,241,110,784,365,207,2852
1142,33,24,588,102,158,580
1143,208,141,541,139,301,562
1144,78,245,17,226,171,1173
1145,103,164,322,394,251,1974
1146,157,106,320,52,83,2593
1147,141,162,541,196,209,303
1148,42,197,365,321,247,1
1149,192,19,606,343,231,353
1150,42,196,346,299,196,1251
1151,14,71,154,74,393,1628
1152,280,232,707,342,156,1429
1153,71,169,676,212,244,2068
1154,60,66,725,31,80,2279
1155,113,1,680,10,183,1358
1156,228,214,11,68,377,973
1157,42,44,275,334,392,2670
1158,107,66,633,321,278,1624
1159,33,189,766,391,222,868
1160,276,160,792,220,296,2494
1161,213,138,768,354,11,1657
1162,246,193,531,340,65,1280
1163,59,207,6,261,35,371
1164,273,53,138,196,175,686
1165,12,63,185,284,156,1312
1166,167,230,393,196,57,616
1167,179,142,771,296,396,1852
1168,242,190,319,44,322,1431
1169,69,202,223,33,241,1226
1170,212,31,589,179,115,1112
1171,97,106,159,74,106,1680
1172,12,253,271,176,299,2550
1173,52,230,695,60,7,197
1174,206,135,667,220,46,1018
1175,130,244,111,397,156,818
1176,266,206,15,365,338,1037
1177,72,24,381,70,161,2799
1178,116,116,680,76,290,546
1179,100,127,330,389,211,1591
1180,134,236,684,84,368,2048
1181,72,262,536,205,341,1823
1182,60,239,204,322,396,1944
1183,88,223,444,290,343,47
1184,167,120,532,360,235,211
1185,164,265,76,229,368,2808
1186,174,275,441,67,64,323
1187,260,87,146,144,202,1513
1188,110,159,208,121,259,2505
1189,80,167,769,184,397,1745
1190,136,69,191,363,89,799
1191,89,48,761,210,93,1204
1192,152,217,97,334,273,443
1193,189,89,535,39,234,2423
1194,275,183,538,124,285,1071
1195,288,223,544,116,19,2651
1196,190,263,287,139,251,1287
1197,110,99,59,20,233,481
1198,211,67,296,289,245,1776
1199,98,41,26,364,137,1208
1200,199,221,620,74,156,2560
1201,37,45,781,336,53,2700
1202,176,42,583,134,147,2053
1203,142,236,221,32,212,2971
1204,284,91,704,126,238,1746
1205,19,137,263,326,204,2321
1206,139,93,739,286,194,1860
1207,48,63,665,2,294,2903
1208,105,240,732,278,82,731
1209,104,71,664,62,207,1985
1210,53,180,142,277,281,1457
1211,248,90,411,333,161,388
1212,241,90,328,51,120,1740
1213,197,154,242,9,167,2514
1214,246,90,265,6,82,1582
1215,87,100,570,222,142,1504
1216,287,139,69,141,326,796
1217,115,135,25,27,264,2872
1218,72,51,35,6,305,582
1219,131,38,216,37,341,710
1220,101,136,573,137,324,901
1221,215,168,545,309,47,2670
1222,75,227,213,293,135,2222
1223,3,115,542,239,282,2463
1224,170,68,271,294,108,1117
1225,158,76,231,206,72,1386
1226,214,129,686,181,137,2112
1227,42,100,389,291,290,2057
1228,123,16,159,353,313,1725
1229,289,133,329,162,184,266
1230,108,228,482,239,141,1727
1231,55,69,790,174,376,1019
1232,177,255,128,135,290,450
1233,216,66,500,45,392,646
1234,26,67,169,145,71,39
1235,153,186,484,177,213,2249
1236,212,81,791,158,375,2347
1237,231,264,726,55,271,2616
1238,45,247,642,11,131,1280
1239,265,164,303,281,157,2173
1240,76,196,105,189,318,1664
1241,286,59,540,366,384,611
1242,208,187,86,158,363,906
1243,16,110,182,125,133,63
1244,16,58,302,294,15,2102
1245,168,191,430,160,44,65
1246,135,149,437,159,271,163
1247,264,233,133,162,191,620
1248,207,41,649,283,259,2136
1249,86,17,554,377,94,1232
1250,101,181,15,369,359,174
1251,5,19,416,76,392,1770
1252,56,205,20,102,112,1524
1253,291,177,549,161,284,1099
1254,167,65,594,120,365,1235
1255,161,238,32,173,45,1084
1256,261,111,101,319,107,535
1257,112,109,225,261,264,1276
1258,294,22,692,309,33,2386
1259,94,132,77,100,69,2748
1260,197,268,182,66,338,297
1261,14,213,226,386,255,1466
1262,165,269,91,243,39,2195
1263,282,32,586,238,355,1770
1264,136,244,677,240,347,861
1265,136,217,360,57,127,587
1266,247,54,51,231,346,1565
1267,42,167,307,391,113,2125
1268,208,268,585,227,88,2745
1269,191,88,352,161,85,334
1270,263,37,517,227,237,327
1271,199,62,175,304,32,2014
1272,241,35,247,328,127,1708
1273,263,38,671,123,274,1574
1274,286,270,558,351,28,1786
1275,110,209,143,102,59,1184
1276,182,248,152,239,95,75
1277,143,269,510,332,164,1234
1278,197,131,262,143,381,983
1279,214,193,785,128,173,711
1280,60,236,773,120,333,2278
1281,111,204,538,383,93,2698
1282,99,198,699,92,252,1911
1283,62,118,414,352,342,292
1284,225,193,18,396,273,669
1285,282,223,271,272,358,1389
1286,238,20,59,308,136,2883
1287,180,176,728,154,268,1572
1288,234,175,189,67,332,2159
1289,220,106,673,273,117,1398
1290,90,90,256,158,17,745
1291,6,91,588,149,50,1918
1292,83,255,105,388,196,302
1293,131,153,648,168,237,2787
1294,277,182,314,298,262,103
1295,80,135,10,337,89,2426
1296,235,177,623,168,57,1641
1297,32,121,336,343,34,2520
1298,189,3,408,396,57,221
1299,278,108,698,344,107,1985
1300,153,161,43,283,308,88
1301,267,273,227,250,322,185
1302,9,152,102,170,22,451
1303,2,166,121,110,316,535
1304,134,24,274,28,145,2457
1305,110,98,713,123,223,2911
1306,296,93,454,335,265,1215
1307,32,271,283,300,125,2997
1308,175,131,455,141,64,1534
1309,69,242,638,24,152,1236
1310,256,123,650,254,245,2532
1311,276,211,186,39,294,677
1312,73,178,649,15,327,2174
1313,225,191,259,283,172,1533
1314,140,44,28,336,281,1411
1315,251,138,535,255,32,454
1316,18,40,426,388,197,203
1317,4,269,769,210,354,2988
1318,142,36,728,213,5,1484
1319,43,30,298,82,125,777
1320,139,54,716,26,109,2280
1321,177,6,264,73,40,1164
1322,198,234,799,94,101,1040
1323,136,85,457,77,207,2173
1324,280,182,275,364,120,979
1325,289,103,619,131,145,2505
1326,265,101,496,323,356,2906
1327,290,240,163,363,306,76
1328,164,62,352,363,105,335
1329,12,225,454,177,149,241
1330,77,38,327,64,384,2065
1331,272,270,334,54,229,532
1332,73,235,385,379,212,2079
1333,4,91,501,375,326,923
1334,122,177,178,179,82,1664
1335,190,130,364,330,360,1064
1336,12,238,121,45,179,2572
1337,157,12,591,325,289,2430
1338,36,154,543,243,135,1041
1339,296,196,357,159,66,1477
1340,151,71,151,56,27,2489
1341,89,185,752,27,317,2046
1342,59,265,136,230,48,2222
1343,20,181,449,357,95,2653
1344,60,80,606,243,382,1905
1345,59,219,402,110,62,2782
1346,50,44,798,122,128,1677
1347,225,131,319,223,252,174
1348,239,87,85,81,177,1728
1349,180,153,618,14,186,1086
1350,41,176,489,75,279,675
1351,116,236,374,96,231,1163
1352,46,36,23,28,237,2234
1353,294,191,22,257,17,1572
1354,209,80,549,345,197,222
1355,90,137,767,106,222,317
1356,58,106,174,162,90,813
1357,289,62,306,252,356,1686
1358,109,263,520,63,128,435
1359,169,26,190,18,313,2127
1360,92,54,362,150,186,1033
1361,259,157,113,38,239,1408
1362,112,250,537,131,113,2245
1363,158,264,579,297,130,1024
1364,160,118,547,149,40,1109
1365,230,191,374,79,326,2054
1366,77,245,678,5,207,1492
1367,199,140,389,79,220,43
1368,39,242,552,348,302,407
1369,279,244,3,276,182,1981
1370,30,191,278,231,247,2799
1371,202,232,552,233,158,2174
1372,196,122,148,30,57,63
1373,112,172,329,221,294,137
1374,39,108,336,211,22,35
1375,96,249,641,95,4,2143
1376,37,162,773,257,156,429
1377,282,48,223,184,283,66
1378,34,67,746,167,194,695
1379,158,275,413,228,173,1105
1380,216,275,566,234,215,2631
1381,252,164,97,228,150,2264
1382,291,88,173,332,97,1719
1383,261,13,223,201,157,1760
1384,137,229,380,233,375,2334
1385,249,61,263,223,320,609
1386,176,146,738,68,24,305
1387,127,82,227,104,260,350
1388,85,86,166,395,336,145
1389,197,191,682,238,99,2814
1390,242,29,360,7,91,776
1391,216,160,437,124,169,978
1392,136,24,153,355,201,2721
1393,277,135,754,312,45,1826
1394,245,210,29,158,236,1054
1395,285,228,683,336,126,1638
1396,123,246,329,230,224,773
1397,187,265,543,41,328,1525
1398,222,222,171,392,67,2864
1399,47,217,773,207,300,2900
1400,103,11,689,153,328,398
1401,32,136,158,5,283,377
1402,237,243,257,253,178,1660
1403,252,33,342,222,105,2486
1404,118,4,249,199,92,2377
1405,30,242,710,295,43,225
1406,285,190,494,195,122,138
1407,122,90,497,223,361,1160
1408,7,47,325,19,40,2773
1409,247,229,53,386,339,1230
1410,142,25,182,79,315,2332
1411,22,184,60,284,362,472
1412,286,47,242,119,190,449
1413,156,134,746,231,142,2585
1414,184,74,621,241,131,1305
1415,120,187,459,381,80,1455
1416,251,152,221,127,269,121
1417,295,267,54,327,357,2432
1418,196,43,4,180,206,2535
1419,168,248,469,371,201,1730
1420,276,175,124,36,44,2051
1421,173,44,72,156,254,2280
1422,56,242,605,391,193,385
1423,196,113,407,314,246,732
1424,46,270,163,168,39,2135
1425,271,178,83,42,6,1878
1426,67,224,285,87,175,1390
1427,19,204,601,110,169,1744
1428,290,260,734,69,247,1625
1429,81,173,9,238,62,2752
1430,90,137,90,281,352,2673
1431,263,4,659,359,197,168
1432,75,108,798,214,72,2879
1433,134,177,794,342,100,1607
1434,221,51,483,36,181,190
1435,231,205,686,79,345,2747
1436,10,238,96,282,18,550
1437,275,62,168,239,108,1466
1438,77,272,377,264,264,2525
1439,75,209,581,8,314,360
1440,243,224,20,280,114,946
1441,129,120,348,322,226,2351
1442,295,202,415,239,307,1732
1443,123,160,387,289,174,2835
1444,205,24,195,29,389,2627
1445,176,149,100,11,5,2277
1446,299,144,283,265,156,1579
1447,58,41,357,337,59,559
1448,238,196,406,322,306,2566
1449,132,227,636,139,155,2987
1450,238,188,626,225,363,617
1451,295,132,339,323,11,996
1452,20,174,769,72,156,1661
1453,67,251,282,12,55,2481
1454,28,227,717,219,378,2842
1455,276,65,298,261,351,63
1456,232,29,106,7,319,2165
1457,249,248,343,327,348,1092
1458,181,230,561,286,216,367
1459,87,9,69,71,27,797
1460,237,46,333,290,328,2947
1461,61,125,732,118,1,620
1462,86,5,427,200,268,51
1463,142,59,199,78,245,1843
1464,107,273,213,375,360,1117
1465,234,65,757,306,306,1223
1466,143,188,350,280,173,1491
1467,225,214,714,205,192,1789
1468,291,166,446,237,341,2049
1469,104,57,17,88,157,1118
1470,130,149,594,35,68,2225
1471,295,43,65,392,235,1358
1472,126,243,243,91,351,1474
1473,108,57,758,68,354,1240
1474,290,211,799,378,189,931
1475,123,183,157,393,152,2937
1476,230,196,752,109,306,1540
1477,16,116,601,334,201,1308
1478,125,268,791,178,337,2542
1479,175,275,451,388,134,407
1480,268,198,497,139,36,993
1481,74,267,262,274,248,1665
1482,100,25,390,235,67,149
1483,300,215,201,381,304,2302
1484,43,88,249,51,43,1765
1485,267,168,589,26,81,939
1486,198,158,703,175,287,2870
1487,133,157,157,137,208,2995
1488,128,16,324,301,37,806
1489,268,46,621,251,384,2786
1490,248,30,789,71,80,2802
1491,236,97,653,20,266,1460
1492,253,47,389,329,38,1551
1493,70,137,410,228,64,2564
1494,217,61,341,138,56,2960
1495,118,209,127,227,272,2035
1496,2,159,400,340,278,362
1497,21,50,476,2,235,381
1498,268,102,22,83,334,2036
1499,172,124,368,297,271,1241
1500,1,10,557,96,210,2713
1501,2,70,365,77,173,1011
1502,245,249,188,173,131,1910
1503,202,152,152,283,318,128
1504,103,2,503,207,378,2106
1505,157,61,722,154,76,551
1506,32,203,86,251,36,1397
1507,218,94,235,385,256,1208
1508,62,247,294,156,367,316
1509,192,110,261,1,248,1554
1510,41,265,211,10,330,1642
1511,229,222,338,90,280,610
1512,263,33,475,356,68,1167
1513,10,159,351,334,201,2126
1514,19,174,204,183,83,900
1515,76,77,650,335,114,1019
1516,238,18,112,330,244,1788
1517,70,69,660,329,364,2818
1518,261,63,781,44,351,1524
1519,171,143,24,60,301,737
1520,45,106,247,316,15,67
1521,16,137,404,273,155,1032
1522,130,142,218,189,74,2291
1523,30,258,347,327,384,1559
1524,33,13,84,328,139,1295
1525,267,170,85,370,117,689
1526,268,20,43,326,121,530
1527,124,95,673,249,112,692
1528,232,78,523,386,123,62
1529,4,8,615,212,365,1527
1530,273,57,338,378,394,1081
1531,178,262,227,221,232,1989
1532,165,275,231,63,363,2543
1533,46,92,612,125,263,1727
1534,77,188,685,267,33,138
1535,166,122,456,121,66,1401
1536,195,256,384,325,111,766
1537,217,163,711,279,361,735
1538,188,122,161,368,114,773
1539,39,85,276,174,281,2915
1540,244,72,184,146,45,698
1541,228,58,293,146,143,2670
1542,196,222,476,400,306,2835
1543,42,222,108,223,215,2689
1544,260,21,666,121,162,2890
1545,25,69,500,188,34,2775
1546,135,161,626,245,10,1236
1547,159,85,248,337,211,850
1548,257,38,549,13,233,807
1549,192,114,306,366,249,2098
1550,149,214,533,113,189,2503
1551,261,192,182,346,374,520
1552,262,213,263,45,333,963
1553,47,160,140,180,57,2111
1554,123,274,615,322,389,1943
1555,271,259,174,283,376,2695
1556,230,36,241,310,122,101
1557,108,125,342,372,279,900
1558,121,116,648,289,156,1740
1559,241,189,356,134,254,2551
1560,76,262,210,360,263,291
1561,295,165,739,357,248,845
1562,92,91,223,61,102,1562
1563,188,218,314,211,372,2400
1564,89,185,98,371,263,976
1565,85,22,503,139,250,1
1566,13,99,156,169,84,1655
1567,42,54,337,388,118,146
1568,240,40,774,375,149,1082
1569,77,46,60,290,120,883
1570,192,132,682,185,398,1174
1571,51,134,351,97,119,1204
1572,120,243,182,348,210,1538
1573,225,90,711,244,230,669
1574,114,116,243,24,36,85
1575,231,56,413,167,252,1133
1576,142,74,519,4,283,2476
1577,298,20,176,157,229,1830
1578,4,167,769,393,41,1541
1579,124,236,432,16,388,167
1580,7,56,405,139,365,1413
1581,131,257,645,299,183,2637
1582,97,270,564,304,354,2811
1583,240,84,780,66,277,1010
1584,20,102,581,302,303,332
1585,238,243,543,106,269,2377
1586,288,251,326,34,388,846
1587,89,223,642,67,197,150
1588,159,258,496,287,135,903
1589,79,98,362,396,369,1649
1590,150,261,648,63,123,2088
1591,91,98,327,39,123,1830
1592,300,253,498,368,130,2793
1593,182,190,759,336,89,1081
1594,97,148,38,236,109,2010
1595,21,40,687,268,341,1726
1596,183,61,286,250,332,683
1597,131,40,758,189,386,2080
1598,182,112,794,368,169,2896
1599,260,10,485,297,243,1741
1600,77,238,1,314,43,1385
1601,81,7,160,221,207,101
1602,243,57,76,103,6,129
1603,226,239,543,287,356,133
1604,90,253,48,313,370,1471
1605,218,241,252,215,78,1636
1606,99,136,459,76,45,2511
1607,100,145,611,29,119,1680
1608,179,179,605,102,272,1282
1609,209,17,115,203,355,187
1610,13,184,651,45,295,819
1611,293,273,158,335,176,2282
1612,241,50,507,229,6,690
1613,263,132,589,206,257,2772
1614,241,120,215,206,209,1117
1615,110,100,559,129,10,2012
1616,190,247,75,120,258,280
1617,126,110,575,262,13,862
1618,273,237,44,172,11,966
1619,71,134,215,257,69,322
1620,266,26,260,342,260,972
1621,271,248,467,90,289,1635
1622,88,185,175,396,59,1764
1623,158,6,495,363,231,1120
1624,91,221,209,256,335,1677
1625,191,29,697,309,169,26
1626,123,29,398,166,180,2524
1627,24,197,200,238,49,105
1628,273,73,505,295,245,2356
1629,256,84,301,318,352,2229
1630,76,89,658,79,387,537
1631,15,67,541,179,392,2111
1632,124,33,778,21,254,1687
1633,14,231,555,195,32,1643
1634,298,28,485,106,29,1074
1635,27,130,158,46,205,1796
1636,142,77,616,47,20,2772
1637,191,239,268,347,296,2015
1638,79,98,790,73,311,2393
1639,75,152,437,391,205,2736
1640,80,46,775,101,170,59
1641,87,107,782,270,38,531
1642,46,53,678,74,97,2188
1643,32,68,87,208,302,296
1644,141,101,741,208,271,1853
1645,258,180,663,391,50,1342
1646,233,97,196,243,85,172
1647,93,116,571,237,100,2967
1648,59,48,157,78,195,391
1649,38,243,250,353,387,1234
1650,70,163,411,282,234,74
1651,191,134,540,96,77,2161
1652,194,168,59,189,251,806
1653,234,140,409,310,170,2125
1654,225,14,148,10,97,615
1655,247,177,513,41,314,2957
1656,274,168,639,2,312,957
1657,55,131,627,176,384,625
1658,60,262,239,27,82,723
1659,18,230,708,18,376,396
1660,122,130,305,150,299,1238
1661,207,104,697,57,197,843
1662,179,263,758,152,382,2266
1663,123,7,302,59,352,2800
1664,31,30,117,358,174,996
1665,70,83,265,72,260,1306
1666,128,255,225,367,208,2229
1667,275,91,570,269,178,2967
1668,89,269,630,377,212,1334
1669,23,198,670,296,162,2893
1670,128,205,639,90,144,1335
1671,157,234,620,232,19,974
1672,234,24,602,137,395,1685
1673,252,22,767,42,136,2758
1674,267,234,146,69,336,111
1675,91,54,347,274,393,1265
1676,47,91,116,179,296,2745
1677,261,209,218,81,98,2935
1678,70,81,667,341,116,1662
1679,116,150,77,145,308,890
1680,194,34,138,325,99,4
1681,43,98,88,158,379,1039
1682,290,226,650,191,42,980
1683,3,184,96,234,383,1825
1684,75,140,581,44,273,1606
1685,25,104,211,315,64,1631
1686,143,145,573,91,235,1225
1687,179,163,744,38,184,2392
1688,265,223,247,75,382,1913
1689,258,188,130,4,200,1445
1690,18,243,231,301,81,2625
1691,258,133,230,344,213,2106
1692,21,209,223,163,189,336
1693,25,70,732,317,212,293
1694,26,178,131,129,7,2064
1695,194,249,752,194,390,2343
1696,219,16,742,256,5,1782
1697,286,246,515,260,147,112
1698,246,254,672,370,301,2163
1699,25,244,275,310,88,763
1700,121,35,21,380,111,563
1701,230,140,357,84,349,7
1702,290,58,762,351,321,529
1703,45,25,171,316,205,930
1704,175,262,63,219,272,851
1705,110,57,644,149,378,134
1706,242,122,309,175,320,515
1707,97,77,105,102,173,2531
1708,15,195,296,290,16,987
1709,232,259,642,265,94,203
1710,2,126,71,102,369,337
1711,252,105,698,76,21,804
1712,172,23,273,379,78,149
1713,167,76,494,12,338,2252
1714,62,118,367,145,240,753
1715,51,75,577,105,115,2762
1716,207,178,386,394,220,2648
1717,21,225,668,126,93,2367
1718,192,274,549,292,297,827
1719,234,24,14,76,175,560
1720,91,67,97,390,159,63
1721,90,257,222,209,117,1647
1722,190,106,358,18,6,1358
1723,277,77,355,67,19,649
1724,57,207,211,304,121,1099
1725,139,274,363,224,90,886
1726,264,43,410,311,349,2941
1727,234,33,532,138,52,2442
1728,283,245,272,385,267,1720
1729,72,43,342,62,16,2029
1730,18,68,314,205,13,1684
1731,254,211,73,241,105,1916
1732,170,241,148,50,112,812
1733,224,271,62,258,392,527
1734,130,256,7,112,259,1352
1735,79,71,609,369,135,2245
1736,244,262,744,154,95,609
1737,155,106,233,345,391,2102
1738,12,271,167,375,102,1403
1739,206,178,583,301,307,2086
1740,151,51,182,117,13,211
1741,281,15,675,157,44,2450
1742,148,49,482,183,236,2450
1743,294,194,377,386,60,120
1744,164,135,362,117,123,469
1745,222,46,66,249,288,582
1746,62,62,648,19,211,1735
1747,218,136,283,314,10,237
1748,274,152,233,5,357,1667
1749,126,119,464,162,63,579
1750,96,193,549,308,371,2605
1751,229,180,400,201,34,1598
1752,120,169,1,80,34,1378
1753,64,78,412,114,319,2508
1754,226,110,414,122,236,220
1755,135,196,509,140,141,2229
1756,210,265,214,155,244,2897
1757,88,101,259,105,91,201
1758,217,251,225,148,33,775
1759,134,139,200,190,276,2575
1760,71,241,630,380,164,2732
1761,49,91,222,384,177,1848
1762,160,154,774,391,60,1009
1763,235,99,301,367,215,409
1764,267,205,153,284,307,1191
1765,46,100,568,151,324,1510
1766,117,230,61,114,350,395
1767,81,249,10,266,78,2339
1768,104,145,342,204,395,1592
1769,237,6,20,8,304,478
1770,123,274,663,39,173,2910
1771,51,184,154,336,311,157
1772,146,16,523,275,278,671
1773,29,195,418,343,62,249
1774,121,63,197,119,208,2736
1775,53,143,301,252,320,1453
1776,225,36,743,342,17,1179
1777,238,262,89,129,365,540
1778,104,127,465,186,215,1287
1779,23,250,20,94,314,680
1780,271,173,720,59,376,485
1781,294,77,321,212,260,2319
1782,208,173,46,15,262,790
1783,87,239,356,44,32,1925
1784,21,52,513,82,209,728
1785,120,154,410,329,6,595
1786,268,54,756,192,261,1316
1787,21,65,125,400,304,382
1788,54,175,105,120,232,1442
1789,283,208,329,40,376,690
1790,114,97,112,171,354,1394
1791,284,191,443,9,302,1477
1792,140,216,783,142,277,1652
1793,276,106,226,197,183,467
1794,13,224,280,389,137,2018
1795,229,31,211,388,18,1444
1796,297,214,257,347,135,1223
1797,19,263,314,155,206,276
1798,97,255,165,71,197,1220
1799,124,233,206,238,16,1905
1800,225,129,666,390,379,2393
1801,49,94,117,253,157,2672
1802,207,100,396,32,337,1971
1803,88,176,83,144,93,2827
1804,297,9,52,298,383,2229
1805,4,168,713,110,343,2597
1806,60,11,78,74,288,2442
1807,179,121,229,315,344,1445
1808,205,202,147,57,108,1120
1809,65,43,523,90,34,1254
1810,284,166,150,379,393,1923
1811,40,178,481,336,221,1806
1812,36,138,479,203,233,873
1813,178,251,606,372,212,2065
1814,271,181,63,311,182,1498
1815,285,68,738,256,116,1374
1816,63,132,507,86,58,1092
1817,191,9,375,125,129,784
1818,22,86,304,202,192,2302
1819,34,40,511,310,47,2506
1820,254,273,318,296,89,1767
1821,112,226,715,335,186,2811
1822,291,149,477,289,56,1264
1823,71,221,56,234,35,1146
1824,184,8,746,71,234,605
1825,43,77,730,295,56,266
1826,36,241,294,279,152,1690
1827,67,124,323,246,315,205
1828,31,41,294,230,184,1330
1829,127,75,432,245,35,230
1830,6,105,13,99,11,267
1831,10,79,247,331,150,2100
1832,144,125,517,172,123,1229
1833,252,120,329,245,206,2421
1834,224,272,630,93,185,1166
1835,236,104,540,166,301,1876
1836,250,2,793,141,8,282
1837,265,7,135,153,113,661
1838,236,40,701,172,175,1395
1839,131,125,312,99,258,2408
